TAXON_ERRORS;TAXON_NEW;Included in ERL 2024
Coelioxys germana;Coelioxys germana;No
Coelioxys haemorrhoa;Coelioxys haemorrhoa;Yes
Coelioxys inermis;Coelioxys inermis;Yes
Coelioxys inermis ;Coelioxys inermis;Yes
Coelioxys kalaharica;Coelioxys kalaharica;No
Coelioxys lanceolata;Coelioxys lanceolatus;Yes
Coelioxys lanceolatus;Coelioxys lanceolatus;Yes
Coelioxys mandibularis;Coelioxys mandibularis;Yes
Coelioxys mandibularis ;Coelioxys mandibularis;Yes
Coelioxys mexicana;Coelioxys mexicana;No
Coelioxys novomexicana;Coelioxys novomexicana;No
Coelioxys obtusa;Coelioxys obtusus;Yes
Coelioxys obtusispina;Coelioxys obtusispina;Yes
Coelioxys obtusus;Coelioxys obtusus;Yes
Coelioxys octodentata;Coelioxys octodentata;No
Coelioxys osmiae;Coelioxys osmiae;Yes
Coelioxys polycentris;Coelioxys polycentris;Yes
Coelioxys quadridentata;Coelioxys quadridentatus;Yes
Coelioxys quadridentata ;Coelioxys quadridentatus;Yes
Coelioxys quadridentatus;Coelioxys quadridentatus;Yes
Coelioxys rufescens;Coelioxys rufescens;Yes
Coelioxys rufescens ;Coelioxys rufescens;Yes
Coelioxys ruficauda;Coelioxys obtusus;Yes
Coelioxys rufitarsis;Coelioxys rufitarsis;No
Coelioxys rufocauda;Coelioxys obtusus;Yes
Coelioxys rufocaudata;Coelioxys echinatus;Yes
Coelioxys sayi;Coelioxys sayi;No
Coelioxys sodalis;Coelioxys sodalis;No
Coelioxys sp.;-;No
Coelioxys yanonis;Coelioxys yanonis;No
Colletes;-;No
Colletes  floralis;Colletes floralis;Yes
Colletes  lebedewi;Colletes maidli;Yes
Colletes  mlokossewiczi;Colletes mlokossewiczi;Yes
Colletes  sp.;-;No
Colletes abeillei;Colletes abeillei;Yes
Colletes acutiformis;Colletes acutiformis;Yes
Colletes acutus;Colletes acutus;Yes
Colletes albomaculatus;Colletes albomaculatus;Yes
Colletes alfredjohui;Colletes alfredjohni;No
Colletes americanus;Colletes americanus;No
Colletes anceps;Colletes anceps;Yes
Colletes anchusae;Colletes anchusae;Yes
Colletes ankarae;Colletes ankarae;No
Colletes annapurnensis;Colletes annapurnensis;No
Colletes annejohanae;Colletes annejohnae;No
Colletes asiaticus;Colletes asiaticus;No
Colletes atlassus;Colletes atlassus;No
Colletes babai;Colletes babai;No
Colletes brauusi;Colletes braunsi;No
Colletes brevigena;Colletes brevigena;Yes
Colletes brevigena ;Colletes brevigena;Yes
Colletes brevigena,;Colletes brevigena;Yes
Colletes canescens;Colletes canescens;Yes
Colletes canescens ;Colletes canescens;Yes
Colletes carinatus;Colletes carinatus;Yes
Colletes cariniger;Colletes cariniger;Yes
Colletes caskanus;Colletes caskanus;Yes
Colletes caspicus;Colletes caspicus;Yes
Colletes chengtehensis;Colletes chengtehensis;Yes
Colletes chengtehensis ;Colletes chengtehensis;Yes
Colletes collaris;Colletes collaris;Yes
Colletes comaticus;Colletes comaticus;No
Colletes coriandri;Colletes coriandri;No
Colletes creticus;Colletes creticus;Yes
Colletes creticus ;Colletes creticus;Yes
Colletes cunicularius;Colletes cunicularius;Yes
Colletes cunicularius ;Colletes cunicularius;Yes
Colletes cunicularius cunicularius;Colletes cunicularius;Yes
Colletes cunicularius infuscatus;Colletes cunicularius;Yes
Colletes cyprius;Colletes cyprius;Yes
Colletes cyprius ;Colletes cyprius;Yes
Colletes daourus;Colletes daourus;No
Colletes daviesanus;Colletes daviesanus;Yes
Colletes daviesanus ;Colletes daviesanus;Yes
Colletes daviesanus daviesanus;Colletes daviesanus;Yes
Colletes daviesianus;Colletes daviesanus;Yes
Colletes desertorum;Colletes desertorum;No
Colletes dimidiatus;Colletes dimidiatus;Yes
Colletes dinizi;Colletes dinizi;Yes
Colletes dusmeti;Colletes dusmeti;Yes
Colletes edentuloides;Colletes edentuloides;No
Colletes elbursus;Colletes elbursus;No
Colletes eous;Colletes eous;Yes
Colletes esakii;Colletes esakii;No
Colletes escalerai;Colletes escalerai;Yes
Colletes floralis;Colletes floralis;Yes
Colletes floralis ;Colletes floralis;Yes
Colletes fodiens;Colletes fodiens;Yes
Colletes fodiens ;Colletes fodiens;Yes
Colletes fodiens fodiens;Colletes fodiens;Yes
Colletes fodiens hispanicus;Colletes fodiens;Yes
Colletes foveolaris;Colletes foveolaris;Yes
Colletes fuscicornis;Colletes fuscicornis;No
Colletes gallicus;Colletes gallicus;Yes
Colletes glaber;Colletes glaber;No
Colletes graeffei;Colletes graeffei;Yes
Colletes gusi;Colletes gusi;No
Colletes hakkari;Colletes hakkari;No
Colletes haladai;Colletes haladai;No
Colletes halophilus;Colletes halophilus;Yes
Colletes harreri;Colletes harreri;No
Colletes hederae;Colletes hederae;Yes
Colletes hedini;Colletes hedini;No
Colletes hereroensis;Colletes hereroensis;No
Colletes hethiticus;Colletes hethiticus;Yes
Colletes hiekeseniori;Colletes hiekeseniori;No
Colletes hylaeiformis;Colletes hylaeiformis;Yes
Colletes hylaeiformis hylaeiformis;Colletes hylaeiformis;Yes
Colletes illyricus;Colletes eous;Yes
Colletes impunctatus;Colletes impunctatus;Yes
Colletes inaequalis;Colletes inaequalis;No
Colletes inexpectatus;Colletes inexpectatus;Yes
Colletes inexpectatus ;Colletes inexpectatus;Yes
Colletes intricans;Colletes intricans;Yes
Colletes inyangani;Colletes inyangani;No
Colletes issykkuli;Colletes issykkuli;No
Colletes jansmiti;Colletes jansmiti;Yes
Colletes jerryrozeni;Colletes jerryrozeni;No
Colletes kenyanns;Colletes kenyanus;No
Colletes kenyanus;Colletes kenyanus;No
Colletes lacunatus;Colletes lacunatus;No
Colletes ligatus;Colletes ligatus;Yes
Colletes luzhonensis;Colletes luzhonensis;No
Colletes maidli;Colletes maidli;Yes
Colletes marginatus;Colletes marginatus;Yes
Colletes maroccanus;Colletes maroccanus;No
Colletes merceti;Colletes merceti;Yes
Colletes meyeri;Colletes meyeri;Yes
Colletes minutissimus;Colletes minutissimus;No
Colletes minutus;Colletes minutus;No
Colletes mlokossewiczi;Colletes mlokossewiczi;Yes
Colletes mlokossewiczi ;Colletes mlokossewiczi;Yes
Colletes montanus;Colletes floralis;Yes
Colletes moricei;Colletes moricei;Yes
Colletes nanus;Colletes nanus;No
Colletes nasutus;Colletes nasutus;Yes
Colletes natalensis;Colletes natalensis;No
Colletes nigricans;Colletes nigricans;Yes
Colletes niveatus;Colletes niveatus;No
Colletes noskiewiczi;Colletes noskiewiczi;Yes
Colletes nudus;Colletes nudus;No
Colletes omanus;Colletes omanus;No
Colletes pallescens;Colletes chengtehensis;Yes
Colletes pannonicus;Colletes pannonicus;Yes
Colletes paratibeticus;Colletes paratibeticus;No
Colletes patellatus;Colletes patellatus;No
Colletes pauljohni;Colletes pauljohni;No
Colletes perezi;Colletes perezi;Yes
Colletes persicus;Colletes persicus;No
Colletes popovi;Colletes popovi;No
Colletes pulchellus;Colletes pulchellus;Yes
Colletes punctatus;Colletes punctatus;Yes
Colletes schmideggeri;Colletes schmideggeri;No
Colletes schmidi;Colletes schmidi;Yes
Colletes schwarzi;Colletes schwarzi;No
Colletes senilis;Colletes senilis;Yes
Colletes shonae;Colletes shonae;No
Colletes sidemii;Colletes sidemii;Yes
Colletes sierrensis;Colletes sierrensis;Yes
Colletes similis;Colletes similis;Yes
Colletes similis ;Colletes similis;Yes
Colletes simulans;Colletes simulans;No
Colletes sp.;-;No
Colletes squamulosus;Colletes squamulosus;Yes
Colletes standfussi;Colletes standfussi;Yes
Colletes styriacus;Colletes styriacus;No
Colletes subnitens;Colletes subnitens;Yes
Colletes succinctus;Colletes succinctus;Yes
Colletes succinctus succinctus;Colletes succinctus;Yes
Colletes tardus;Colletes tardus;Yes
Colletes thoracicus;Colletes thoracicus;No
Colletes tuberculatus;Colletes tuberculatus;Yes
Colletes tuberculiger;Colletes tuberculiger;Yes
Colletes uralensis;Colletes uralensis;No
Colletes wacki;Colletes wacki;Yes
Colletes wahisi;Colletes wahisi;No
Colletes warnckei;Colletes warnckei;No
Colletes wolfi;Colletes wolfi;Yes
Colletes xuechengensis;Colletes xuechengensis;No
Compsomelissa borneri;Compsomelissa borneri;No
Compsomelissa harveyi;Compsomelissa harveyi;No
Compsomelissa stigmoides;Compsomelissa stigmoides;No
Compsomelissa zaxantha;Compsomelissa zaxantha;No
Conanthalictus bakeri;Conanthalictus bakeri;No
Conanthalictus caerulescens;Conanthalictus caerulescens;No
Conanthalictus conanthi;Conanthalictus conanthi;No
Conanthalictus cotullensis;Conanthalictus cotullensis;No
Conanthalictus deserticola;Conanthalictus deserticola;No
Conanthalictus mentzeliae;Conanthalictus mentzeliae;No
Conanthalictus minor;Conanthalictus minor;No
Creightonella albisecta;Megachile albisecta;Yes
Creightonella amabilis;Megachile amabilis;No
Creightonella angulata;Megachile angulata;No
Creightonella arabica;Megachile arabica;No
Creightonella bicornuta;Megachile bicornuta;No
Creightonella cognatiforme;Megachile cognatiforme;No
Creightonella commixta;Megachile commixta;No
Creightonella discolor;Megachile discolor;No
Creightonella felix;Megachile felix;No
Creightonella ianthoptera consanguinea;Megachile ianthoptera ;No
Creightonella mediorufa;Megachile mediorufa;No
Creightonella mixta;Megachile mixtura;No
Creightonella rubrigena;Megachile rubrigena;No
Crocisaspidia amabilis;Crocisaspidia amabilis;No
Crocisaspidia buddha;Crocisaspidia buddha;No
Crocisaspidia chandleri;Crocisaspidia chandleri;No
Crocisaspidia crocisaeformis;Crocisaspidia crocisaeformis;No
Crocisaspidia forbesi;Crocisaspidia forbesi;No
Crocisaspidia maculata;Crocisaspidia maculata;No
Crocisaspidia marginata;Crocisaspidia marginata;No
Crocisaspidia postscutellaris;Crocisaspidia postscutellaris;No
Crocisaspidia vespoides;Crocisaspidia vespoides;No
Crocisaspidia zonaria;Crocisaspidia zonaria;No
Cubiandrena cubiceps;Cubiandrena cubiceps;Yes
Cubitalia baal;Eucera baal;No
Cubitalia boyadjiani;Eucera boyadjiani;No
Cubitalia breviceps;Eucera breviceps;Yes
Cubitalia monstruosa;Eucera monstruosa;No
Cubitalia morio;Eucera morio;Yes
Cubitalia parvicornis;Eucera parvicornis;Yes
Cubitalia tristis;Eucera tristis;Yes
Dasypoda  sp.;-;No
Dasypoda albimana;Dasypoda albimana;Yes
Dasypoda albipila;Dasypoda albipila;No
Dasypoda altercator;Dasypoda hirtipes;Yes
Dasypoda argentata;Dasypoda argentata;Yes
Dasypoda argentata argentata;Dasypoda argentata;Yes
Dasypoda argentata hispanica;Dasypoda argentata;Yes
Dasypoda aurata;Dasypoda suripes;Yes
Dasypoda braccata;Dasypoda braccata;Yes
Dasypoda braccata anatolica;Dasypoda braccata;Yes
Dasypoda braccata braccata;Dasypoda braccata;Yes
Dasypoda braccataa;Dasypoda braccata;Yes
Dasypoda brevicornis;Dasypoda brevicornis;No
Dasypoda cingulata;Dasypoda cingulata;Yes
Dasypoda cingulata cingulata;Dasypoda cingulata;Yes
Dasypoda cingulata mamorensis;Dasypoda cingulata;Yes
Dasypoda cockerelli;Dasypoda cockerelli;No
Dasypoda comberi;Dasypoda comberi;No
Dasypoda crassicornis;Dasypoda crassicornis;Yes
Dasypoda dusmeti;Dasypoda dusmeti;Yes
Dasypoda frieseana;Dasypoda frieseana;Yes
Dasypoda gusenleitneri;Dasypoda gusenleitneri;No
Dasypoda hirtipes;Dasypoda hirtipes;Yes
Dasypoda hirtipes graeca;Dasypoda hirtipes;Yes
Dasypoda hirtipes hirtipes;Dasypoda hirtipes;Yes
Dasypoda hirtipes minor;Dasypoda hirtipes;Yes
Dasypoda iberica;Dasypoda iberica;Yes
Dasypoda intermedia;Dasypoda intermedia;No
Dasypoda japonica;Dasypoda japonica;No
Dasypoda litigator;Dasypoda litigator;No
Dasypoda longigena;Dasypoda longigena;No
Dasypoda maura;Dasypoda maura;No
Dasypoda michezi;Dasypoda michezi;Yes
Dasypoda morawitzi;Dasypoda morawitzi;Yes
Dasypoda morotei;Dasypoda morotei;Yes
Dasypoda nemoralis;Dasypoda hirtipes;Yes
Dasypoda oraniensis;Dasypoda oraniensis;No
Dasypoda patinyi;Dasypoda patinyi;No
Dasypoda plumipes;Dasypoda hirtipes;Yes
Dasypoda pyriformis;Dasypoda pyriformis;Yes
Dasypoda pyriformis pyriformis;Dasypoda pyriformis;Yes
Dasypoda pyrotrichia;Dasypoda pyrotrichia;Yes
Dasypoda pyrotrichia eatoni;Dasypoda pyrotrichia;Yes
Dasypoda pyrotrichia nigra;Dasypoda pyrotrichia;Yes
Dasypoda pyrotrichia pyrotrichia;Dasypoda pyrotrichia;Yes
Dasypoda sichuanensis;Dasypoda sichuanensis;No
Dasypoda sinuata;Dasypoda panzeri;Yes
Dasypoda sp.;-;No
Dasypoda spinigera;Dasypoda spinigera;Yes
Dasypoda spinigera europaea;Dasypoda spinigera;Yes
Dasypoda spinigera spinigera;Dasypoda spinigera;Yes
Dasypoda suripes;Dasypoda suripes;Yes
Dasypoda syriensis;Dasypoda syriensis;No
Dasypoda toroki;Dasypoda toroki;Yes
Dasypoda tubera;Dasypoda tubera;No
Dasypoda visnaga;Dasypoda visnaga;Yes
Dasypoda warnckei;Dasypoda warnckei;No
Dasypoda warnkei;Dasypoda warnckei;No
Dianthidium floridiense;Dianthidium floridiense;No
Dianthidium ulkei;Dianthidium ulkei;No
Dioxys  cincta ;Dioxys cincta;Yes
Dioxys  sp.;-;No
Dioxys ardens;Dioxys ardens;Yes
Dioxys atlantica;Dioxys atlantica;Yes
Dioxys cincta;Dioxys cincta;Yes
Dioxys cinctus;Dioxys cincta;Yes
Dioxys friederikae;Dioxys cincta;Yes
Dioxys graeca;Metadioxys graecus;Yes
Dioxys moesta;Dioxys moesta;Yes
Dioxys moestus;Dioxys moesta;Yes
Dioxys montana;Dioxys montanus;No
Dioxys pannonica;Paradioxys pannonicus;Yes
Dioxys pumila;Dioxys pumila;Yes
Dioxys pumilus;Dioxys pumila;Yes
Dioxys rufipes;Ensliniana bidentata;Yes
Dioxys schulthessi;Dioxys schulthessi;No
Dioxys tridentata;Aglaoapis tridentata;Yes
Dufourea  dentiventris;Dufourea dentiventris;Yes
Dufourea  sp.;-;No
Dufourea alpina;Dufourea alpina;Yes
Dufourea atrata;Dufourea atrata;No
Dufourea balearica;Dufourea balearica;Yes
Dufourea brachycephala;Dufourea brachycephala;No
Dufourea bytinskii;Dufourea bytinskii;No
Dufourea chagrina;Dufourea chagrina;No
Dufourea ciliata;Dufourea ciliata;No
Dufourea coeruleocephala;Dufourea coeruleocephala;Yes
Dufourea cypria;Dufourea cypria;Yes
Dufourea dentiventris;Dufourea dentiventris;Yes
Dufourea dentiventris ;Dufourea dentiventris;Yes
Dufourea dubiosa;Dufourea graeca;Yes
Dufourea dubiosus;Dufourea graeca;Yes
Dufourea exulans;Dufourea exulans;No
Dufourea flavicornis;Dufourea flavicornis;No
Dufourea fortunata;Dufourea fortunata;Yes
Dufourea gaullei;Dufourea gaullei;Yes
Dufourea gaullei ;Dufourea gaullei;Yes
Dufourea goeleti;Dufourea goeleti;No
Dufourea graeca;Dufourea graeca;Yes
Dufourea graeca dubiosa;Dufourea graeca;Yes
Dufourea halictula;Dufourea halictula;Yes
Dufourea inermis;Dufourea inermis;Yes
Dufourea inermis inermis;Dufourea inermis;Yes
Dufourea inermis ponticus;Dufourea inermis;Yes
Dufourea iris;Dufourea iris;Yes
Dufourea longicornis;Dufourea longicornis;No
Dufourea longiglossa;Dufourea longiglossa;Yes
Dufourea longiglossa ;Dufourea longiglossa;Yes
Dufourea lusitanica;Dufourea lusitanica;Yes
Dufourea maroccanus;Dufourea maroccana;No
Dufourea merceti;Dufourea merceti;Yes
Dufourea minuta;Dufourea minuta;Yes
Dufourea minutodufourea;Dufourea minutodufourea;No
Dufourea nodicornis;Dufourea nodicornis;No
Dufourea odontogastra;Dufourea dentiventris;Yes
Dufourea paradoxa;Dufourea paradoxa;Yes
Dufourea paradoxa atrocoerulea;Dufourea paradoxa;Yes
Dufourea paradoxa mesembria;Dufourea paradoxa;Yes
Dufourea paradoxa nepalensis;Dufourea paradoxa;Yes
Dufourea paradoxa nivalis;Dufourea paradoxa;Yes
Dufourea paradoxa paradoxa;Dufourea paradoxa;Yes
Dufourea paradoxa zolotasi;Dufourea paradoxa;Yes
Dufourea petraea;Dufourea petraea;No
Dufourea phoenix;Dufourea phoenix;No
Dufourea punica;Dufourea punica;No
Dufourea quadridentata;Dufourea quadridentata;No
Dufourea salvica;Dufourea salvica;No
Dufourea schmiedeknechti;Dufourea schmiedeknechti;No
Dufourea similis;Dufourea similis;Yes
Dufourea sp.;-;No
Dufourea styx;Dufourea styx;Yes
Dufourea styx ;Dufourea styx;Yes
Dufourea tingitana;Dufourea tingitana;No
Dufourea trautmanni;Dufourea trautmanni;Yes
Dufourea trautmanni ;Dufourea trautmanni;Yes
Dufourea tunesius;Dufourea tunesius;No
Dufourea ulkenkalkana;Dufourea ulkenkalkana;No
Dufourea vulgaris;Dufourea minuta;Yes
Dufourea wolfi;Dufourea wolfi;Yes
Eoanthidium anale;Eoanthidium pasteelsi;Yes
Eoanthidium clypeare;Eoanthidium clypeare;Yes
Eoanthidium hoplostomum;Eoanthidium hoplostomum;No
Eoanthidium insulare;Eoanthidium insulare;Yes
Eoanthidium insulare ;Eoanthidium insulare;Yes
Eoanthidium insulare lemesium;Eoanthidium insulare;Yes
Eoanthidium pasteelsi;Eoanthidium pasteelsi;Yes
Epeoloides coecutiens;Epeoloides coecutiens;Yes
Epeoloides coecutiens ;Epeoloides coecutiens;Yes
Epeolus;-;No
Epeolus  sp.;-;No
Epeolus aff. cruciger;-;No
Epeolus alpinus;Epeolus alpinus;Yes
Epeolus alpinus glacialis;Epeolus alpinus;Yes
Epeolus aureovestitus;Epeolus aureovestitus;Yes
Epeolus canariensis;Epeolus flavociliatus;Yes
Epeolus collaris;Epeolus collaris;No
Epeolus compar;Epeolus compar;Yes
Epeolus cruciger;Epeolus cruciger;Yes
Epeolus cruciger ;Epeolus cruciger;Yes
Epeolus cruciger            ;Epeolus cruciger;Yes
Epeolus fallax;Epeolus fallax;Yes
Epeolus fasciatus;Epeolus fasciatus;Yes
Epeolus flavociliatus;Epeolus flavociliatus;Yes
Epeolus flavociliatus canarius;Epeolus flavociliatus;Yes
Epeolus glabratus;Epeolus glabratus;No
Epeolus ibericus;Epeolus ibericus;Yes
Epeolus intermedius;Epeolus intermedius;Yes
Epeolus intermedius ;Epeolus intermedius;Yes
Epeolus juliani;Epeolus julliani;Yes
Epeolus julliani;Epeolus julliani;Yes
Epeolus kristenseni;Epeolus kristenseni;No
Epeolus laevifrons;Epeolus laevifrons;No
Epeolus luctuosus;Epeolus luctuosus;No
Epeolus marginatus;Epeolus cruciger;Yes
Epeolus melectiformis;Epeolus melectiformis;No
Epeolus minutus;Epeolus minutus;No
Epeolus pilosus;Epeolus alpinus;Yes
Epeolus productulus;Epeolus productulus;Yes
Epeolus productulus ;Epeolus productulus;Yes
Epeolus schummeli;Epeolus schummeli;Yes
Epeolus siculus;Epeolus siculus;Yes
Epeolus sigillatus;Epeolus sigillatus;Yes
Epeolus sigillatus ;Epeolus sigillatus;Yes
Epeolus sp.;-;No
Epeolus sp. 1;-;No
Epeolus sp. 2;-;No
Epeolus spp;-;No
Epeolus tarsalis;Epeolus tarsalis;Yes
Epeolus tarsalis praeustus;Epeolus tarsalis;Yes
Epeolus tarsalis rozenburgensis;Epeolus tarsalis;Yes
Epeolus tarsalis tarsalis;Epeolus tarsalis;Yes
Epeolus transitorius;Epeolus transitorius;Yes
Epeolus variegatus;Epeolus variegatus;Yes
Epeolus variegatus ;Epeolus variegatus;Yes
Epeolus variegatus          ;Epeolus variegatus;Yes
Epeolus variegatus var. rossicusvar. rossicus;Epeolus variegatus;Yes
Eremaphanta dispar;Eucara macrognatha;No
Eremaphanta fasciata;Eremaphanta fasciata;No
Eremaphanta iranica;Eremaphanta iranica;No
Eremaphanta minuta;Eremaphanta minuta;No
Eremaphanta popovi;Eremaphanta popovi;No
Eremaphanta vitellina;Eremaphanta vitellina;No
Eremaphanta zhelochovtsevi;Eremaphanta zhelochovtsevi;No
Euaspis abdominalis;Euaspis abdominalis;No
Euaspis basalis;Euaspis basalis;No
Euaspis erythros;Euaspis erythros;No
Eucara macrognatha;Eucara macrognatha;No
Eucara paulyi;Eucara paulyi;No
Eucera;-;No
Eucera  sp.;-;No
Eucera (Synhalonia) sp.;-;No
Eucera aequata;Eucera aequata;Yes
Eucera aff. Rhodia;-;No
Eucera albofasciata;Eucera albofasciata;Yes
Eucera alfkeni;Eucera alfkeni;No
Eucera algira;Eucera algira;Yes
Eucera alopex;Eucera alopex;No
Eucera alternans;Eucera rufa;Yes
Eucera alternans/ plumigera;-;No
Eucera alticincta;Tetralonia alticincta;Yes
Eucera andreui;Eucera andreui;No
Eucera armeniaca;Eucera pollinaris;Yes
Eucera atricornis;Eucera atricornis;No
Eucera barbiventris;Eucera barbiventris;Yes
Eucera berlandi;Eucera rufa;Yes
Eucera bidentata;Eucera bidentata;Yes
Eucera bidentata ;Eucera bidentata;Yes
Eucera brachycera;Eucera brachycera;Yes
Eucera breviceps;Eucera breviceps;Yes
Eucera brevitarsis;Eucera brevitarsis;No
Eucera caerulescens;Eucera caerulescens;Yes
Eucera caerulescens ;Eucera caerulescens;Yes
Eucera caspica;Eucera caspica;Yes
Eucera caspica pallida;Eucera caspica;Yes
Eucera cfr. diana;-;No
Eucera chrysopyga;Eucera pollinosa;Yes
Eucera cinctella;Tetralonia cinctella;Yes
Eucera cinctula;Eucera cinctula;No
Eucera cineraria;Eucera cineraria;Yes
Eucera clypeata;Eucera clypeata;Yes
Eucera coarctata;Eucera clypeata;Yes
Eucera codinai;Eucera codinai;Yes
Eucera collaris;Eucera collaris;Yes
Eucera corneola;Eucera corneola;No
Eucera cressa;Eucera tricincta;Yes
Eucera cuniculina;Eucera cuniculina;No
Eucera curvitarsis;Eucera curvitarsis;Yes
Eucera cypria;Eucera cypria;Yes
Eucera cypria ;Eucera cypria;Yes
Eucera dafnii;Eucera dafnii;Yes
Eucera dalmahea;Eucera dalmatica;Yes
Eucera dalmatica;Eucera dalmatica;Yes
Eucera dalmatica ;Eucera dalmatica;Yes
Eucera decipiens;Eucera decipiens;No
Eucera decolorata;Eucera confinis;Yes
Eucera dentata;Tetralonia dentata;Yes
Eucera digitata;Eucera digitata;Yes
Eucera dimidiata;Eucera dimidiata;Yes
Eucera dimidiata ;Eucera dimidiata;Yes
Eucera discoidalis;Eucera discoidalis;No
Eucera distinguenda;Eucera distinguenda;No
Eucera ebmeri;Eucera ebmeri;Yes
Eucera ebmeri / parnassia;-;No
Eucera elongatula;Eucera elongatula;Yes
Eucera ephippia;Eucera hispana;Yes
Eucera eucnemidea;Eucera grisea;Yes
Eucera euroa;Eucera terminata;Yes
Eucera excisa;Eucera excisa;Yes
Eucera fasciata;Eucera fasciata;Yes
Eucera flavicornis;Eucera flavicornis;Yes
Eucera fraterna;Eucera fraterna;No
Eucera fulvescens;Tetralonia fulvescens;Yes
Eucera furfurea;Eucera furfurea;Yes
Eucera gaullei;Eucera gaullei;Yes
Eucera gaullei ;Eucera gaullei;Yes
Eucera gennargentui;Tetralonia gennargentui;Yes
Eucera glauca;Tetralonia glauca;Yes
Eucera gracilipes;Eucera gracilipes;Yes
Eucera graeca;Eucera proxima;Yes
Eucera graja;Tetralonia graja;Yes
Eucera graja auctt.;Tetralonia graja;Yes
Eucera grieseohirta;Eucera grieseohirta;No
Eucera haladaensis;Eucera haladaensis;No
Eucera helvola;Eucera helvola;Yes
